age,sex,marital,coninc,degree,happy,health
29.0,male,divorced,12129.0,less than high school,unanswered,good
28.0,male,divorced,12129.0,high school,pretty happy,unanswered
82.0,male,married,33079.0,less than high school,unanswered,poor
26.0,female,married,48516.0,high school,unanswered,fair
39.0,male,married,18745.0,high school,unanswered,excellent
63.0,male,separated,7939.0,less than high school,pretty happy,poor
46.0,male,never married,9924.0,less than high school,unanswered,poor
63.0,female,married,48516.0,less than high school,very happy,excellent
58.0,female,separated,9924.0,less than high school,unanswered,fair
63.0,male,married,28668.0,less than high school,unanswered,good
42.0,male,married,12129.0,high school,very happy,unanswered
62.0,male,divorced,3969.0,high school,unanswered,good
73.0,male,married,,high school,pretty happy,unanswered
51.0,female,married,88211.0,associate/junior college,unanswered,fair
30.0,female,divorced,48516.0,bachelor's,pretty happy,unanswered
28.0,female,never married,33079.0,bachelor's,very happy,good
51.0,female,divorced,33079.0,graduate,pretty happy,good
53.0,female,married,72774.0,bachelor's,pretty happy,unanswered
56.0,male,never married,178266.0,high school,very happy,unanswered
74.0,female,divorced,39695.0,high school,very happy,good
48.0,female,never married,441.0,high school,pretty happy,fair
63.0,female,married,39695.0,less than high school,very happy,excellent
60.0,male,married,,bachelor's,very happy,excellent
37.0,female,married,88211.0,high school,unanswered,excellent
56.0,male,married,88211.0,high school,unanswered,excellent
57.0,male,married,178266.0,high school,unanswered,excellent
89.0,male,widowed,,high school,pretty happy,fair
37.0,male,divorced,59542.0,bachelor's,pretty happy,excellent
63.0,female,widowed,,bachelor's,pretty happy,excellent
38.0,female,married,72774.0,associate/junior college,unanswered,good
57.0,male,married,178266.0,bachelor's,unanswered,excellent
27.0,male,married,,high school,very happy,excellent
43.0,female,married,178266.0,associate/junior college,unanswered,good
47.0,female,married,72774.0,associate/junior college,very happy,excellent
52.0,female,married,178266.0,bachelor's,unanswered,excellent
58.0,male,divorced,72774.0,bachelor's,unanswered,good
30.0,female,married,,bachelor's,unanswered,good
37.0,male,married,178266.0,high school,pretty happy,unanswered
43.0,female,married,123496.0,bachelor's,unanswered,good
79.0,female,widowed,39695.0,high school,unanswered,good
57.0,female,married,59542.0,high school,pretty happy,unanswered
21.0,male,never married,88211.0,high school,pretty happy,good
56.0,male,married,48516.0,high school,pretty happy,fair
46.0,female,married,88211.0,high school,very happy,good
60.0,female,married,,bachelor's,pretty happy,excellent
75.0,female,never married,6616.0,less than high school,pretty happy,fair
27.0,female,married,33079.0,high school,pretty happy,good
37.0,male,married,59542.0,high school,unanswered,good
41.0,female,married,72774.0,bachelor's,pretty happy,excellent
66.0,female,divorced,59542.0,high school,unanswered,excellent
37.0,female,married,72774.0,associate/junior college,pretty happy,good
33.0,female,married,88211.0,bachelor's,unanswered,excellent
61.0,male,divorced,14334.0,bachelor's,unanswered,good
46.0,male,married,33079.0,high school,unanswered,good
58.0,female,widowed,3969.0,high school,very happy,excellent
51.0,female,divorced,39695.0,bachelor's,pretty happy,unanswered
36.0,female,widowed,16539.0,high school,pretty happy,good
55.0,male,married,16539.0,high school,unanswered,fair
89.0,female,married,,high school,very happy,fair
64.0,female,widowed,9924.0,less than high school,not too happy,poor
53.0,male,divorced,9924.0,high school,not too happy,unanswered
44.0,female,divorced,12129.0,high school,pretty happy,unanswered
20.0,female,never married,1764.0,less than high school,pretty happy,fair
66.0,female,widowed,9924.0,high school,very happy,poor
59.0,male,married,,less than high school,pretty happy,fair
62.0,male,married,6616.0,less than high school,pretty happy,poor
26.0,female,divorced,441.0,high school,very happy,unanswered
25.0,male,never married,18745.0,high school,unanswered,excellent
26.0,male,never married,33079.0,high school,pretty happy,unanswered
53.0,male,married,48516.0,high school,unanswered,good
30.0,female,never married,441.0,high school,unanswered,fair
58.0,male,married,59542.0,bachelor's,very happy,excellent
36.0,male,never married,6616.0,high school,pretty happy,good
41.0,female,married,88211.0,graduate,very happy,good
47.0,female,married,24258.0,high school,pretty happy,good
48.0,female,married,,associate/junior college,pretty happy,unanswered
63.0,female,widowed,9924.0,high school,very happy,fair
27.0,male,married,59542.0,bachelor's,unanswered,excellent
54.0,female,married,59542.0,high school,pretty happy,good
28.0,male,never married,28668.0,high school,pretty happy,unanswered
65.0,male,divorced,28668.0,high school,unanswered,fair
46.0,male,married,18745.0,less than high school,very happy,fair
44.0,female,never married,3969.0,less than high school,pretty happy,poor
65.0,male,married,14334.0,high school,very happy,unanswered
59.0,female,widowed,33079.0,less than high school,very happy,fair
43.0,female,married,33079.0,high school,unanswered,good
49.0,male,never married,441.0,high school,not too happy,unanswered
38.0,male,never married,1764.0,less than high school,unanswered,fair
55.0,male,married,59542.0,bachelor's,pretty happy,unanswered
23.0,female,married,48516.0,high school,not too happy,unanswered
52.0,male,separated,441.0,less than high school,unanswered,poor
33.0,female,divorced,9924.0,high school,unanswered,good
33.0,male,never married,28668.0,high school,pretty happy,fair
33.0,male,never married,18745.0,high school,pretty happy,good
66.0,female,widowed,9924.0,high school,not too happy,fair
46.0,male,divorced,12129.0,high school,not too happy,good
34.0,female,divorced,48516.0,high school,pretty happy,fair
38.0,female,married,39695.0,high school,unanswered,good
39.0,male,never married,16539.0,high school,unanswered,poor
34.0,male,married,48516.0,high school,pretty happy,good
62.0,female,widowed,9924.0,high school,pretty happy,good
29.0,male,never married,39695.0,high school,pretty happy,excellent
89.0,female,widowed,,associate/junior college,unanswered,good
39.0,female,never married,28668.0,high school,unanswered,poor
20.0,female,married,,high school,very happy,unanswered
58.0,male,married,,graduate,unanswered,good
48.0,female,married,18745.0,associate/junior college,pretty happy,fair
58.0,male,divorced,88211.0,bachelor's,pretty happy,good
61.0,male,married,105852.0,high school,pretty happy,unanswered
48.0,male,married,,high school,unanswered,fair
74.0,female,never married,59542.0,graduate,pretty happy,unanswered
21.0,male,never married,7939.0,high school,pretty happy,good
40.0,male,divorced,16539.0,high school,pretty happy,unanswered
31.0,female,married,14334.0,less than high school,unanswered,fair
36.0,male,married,39695.0,graduate,very happy,good
65.0,female,widowed,18745.0,associate/junior college,unanswered,excellent
66.0,female,never married,,high school,pretty happy,excellent
76.0,female,married,,high school,pretty happy,unanswered
54.0,male,married,33079.0,high school,unanswered,good
53.0,female,married,28668.0,high school,very happy,unanswered
81.0,female,widowed,,associate/junior college,pretty happy,good
18.0,male,never married,,less than high school,pretty happy,excellent
45.0,female,married,72774.0,high school,very happy,excellent
84.0,male,married,18745.0,less than high school,unanswered,excellent
73.0,male,married,59542.0,less than high school,very happy,unanswered
38.0,female,married,59542.0,graduate,very happy,good
26.0,female,married,33079.0,high school,pretty happy,good
28.0,female,never married,,high school,very happy,good
80.0,female,widowed,7939.0,less than high school,very happy,fair
18.0,female,never married,9924.0,less than high school,unanswered,excellent
43.0,female,married,14334.0,high school,very happy,excellent
49.0,male,married,39695.0,less than high school,very happy,fair
43.0,male,never married,18745.0,high school,unanswered,good
32.0,male,married,33079.0,high school,very happy,good
57.0,female,separated,20950.0,high school,pretty happy,good
67.0,male,divorced,,high school,very happy,good
22.0,male,never married,441.0,high school,pretty happy,unanswered
32.0,female,divorced,,associate/junior college,pretty happy,unanswered
30.0,female,married,59542.0,associate/junior college,very happy,excellent
53.0,male,married,39695.0,high school,unanswered,excellent
62.0,female,married,24258.0,high school,pretty happy,good
53.0,female,married,,associate/junior college,not too happy,fair
25.0,male,married,20950.0,associate/junior college,pretty happy,good
63.0,male,divorced,33079.0,less than high school,very happy,good
74.0,female,married,,less than high school,pretty happy,unanswered
60.0,male,married,72774.0,high school,very happy,fair
62.0,male,married,39695.0,associate/junior college,pretty happy,unanswered
45.0,male,married,105852.0,bachelor's,unanswered,excellent
40.0,male,married,,bachelor's,very happy,good
60.0,female,widowed,,high school,pretty happy,good
70.0,female,married,48516.0,high school,very happy,good
82.0,male,married,18745.0,less than high school,very happy,good
73.0,female,divorced,9924.0,less than high school,pretty happy,poor
59.0,female,separated,12129.0,less than high school,pretty happy,unanswered
57.0,male,widowed,12129.0,less than high school,unanswered,fair
29.0,female,never married,5734.0,high school,unanswered,fair
62.0,female,widowed,7939.0,less than high school,pretty happy,unanswered
28.0,female,never married,39695.0,high school,unanswered,good
26.0,female,never married,9924.0,less than high school,unanswered,good
29.0,female,never married,3087.0,high school,not too happy,fair
40.0,female,never married,4852.0,less than high school,pretty happy,poor
72.0,female,married,,high school,pretty happy,good
55.0,male,divorced,9924.0,less than high school,pretty happy,fair
47.0,male,married,59542.0,bachelor's,unanswered,good
45.0,female,married,59542.0,high school,very happy,good
30.0,female,never married,16539.0,associate/junior college,not too happy,fair
78.0,male,widowed,9924.0,less than high school,not too happy,unanswered
60.0,male,married,,high school,not too happy,poor
43.0,male,married,48516.0,high school,very happy,good
47.0,male,married,18745.0,high school,pretty happy,unanswered
83.0,female,married,18745.0,less than high school,very happy,unanswered
24.0,female,never married,,high school,very happy,fair
26.0,male,never married,24258.0,high school,pretty happy,excellent
38.0,female,divorced,18745.0,high school,pretty happy,good
69.0,male,married,7939.0,less than high school,very happy,unanswered
48.0,male,married,72774.0,high school,very happy,excellent
44.0,female,divorced,4852.0,high school,very happy,unanswered
24.0,male,never married,1764.0,high school,pretty happy,excellent
26.0,female,never married,28668.0,high school,pretty happy,good
24.0,male,married,39695.0,associate/junior college,pretty happy,good
78.0,female,married,18745.0,high school,pretty happy,unanswered
20.0,female,never married,12129.0,high school,unanswered,good
26.0,female,never married,6616.0,high school,unanswered,good
43.0,female,married,105852.0,graduate,pretty happy,unanswered
26.0,female,never married,4852.0,high school,not too happy,unanswered
27.0,female,never married,9924.0,associate/junior college,pretty happy,good
25.0,female,never married,441.0,associate/junior college,unanswered,fair
25.0,female,never married,,less than high school,pretty happy,good
25.0,female,never married,4852.0,high school,pretty happy,good
53.0,female,widowed,441.0,associate/junior college,very happy,good
41.0,female,never married,4852.0,less than high school,unanswered,fair
41.0,male,married,33079.0,high school,very happy,excellent
22.0,female,never married,1764.0,high school,pretty happy,unanswered
28.0,male,married,4852.0,less than high school,unanswered,excellent
42.0,male,divorced,28668.0,high school,very happy,excellent
22.0,female,never married,39695.0,high school,pretty happy,excellent
34.0,female,never married,48516.0,bachelor's,unanswered,good
49.0,male,never married,,high school,pretty happy,good
25.0,male,never married,88211.0,bachelor's,very happy,excellent
39.0,male,married,178266.0,graduate,unanswered,good
43.0,female,divorced,16539.0,associate/junior college,pretty happy,poor
65.0,male,married,48516.0,high school,very happy,unanswered
63.0,male,married,39695.0,less than high school,very happy,good
52.0,male,married,72774.0,high school,pretty happy,unanswered
27.0,female,never married,441.0,associate/junior college,pretty happy,unanswered
35.0,female,divorced,12129.0,associate/junior college,pretty happy,unanswered
36.0,female,separated,3087.0,high school,pretty happy,unanswered
42.0,female,married,28668.0,associate/junior college,very happy,unanswered
19.0,male,never married,105852.0,less than high school,unanswered,good
82.0,female,widowed,5734.0,high school,unanswered,good
45.0,male,separated,33079.0,high school,unanswered,fair
32.0,male,married,4852.0,less than high school,pretty happy,unanswered
29.0,female,married,14334.0,less than high school,pretty happy,unanswered
47.0,male,never married,12129.0,less than high school,unanswered,good
89.0,female,widowed,3969.0,high school,unanswered,poor
37.0,female,married,33079.0,high school,pretty happy,good
39.0,female,married,24258.0,high school,pretty happy,unanswered
22.0,female,never married,14334.0,high school,not too happy,unanswered
72.0,female,married,16539.0,high school,pretty happy,unanswered
43.0,female,married,28668.0,less than high school,unanswered,good
38.0,male,never married,24258.0,less than high school,unanswered,fair
41.0,female,separated,20950.0,less than high school,pretty happy,unanswered
26.0,male,never married,48516.0,high school,unanswered,excellent
47.0,female,married,39695.0,high school,unanswered,poor
28.0,female,married,28668.0,less than high school,pretty happy,excellent
32.0,female,married,16539.0,high school,very happy,excellent
59.0,male,married,59542.0,high school,not too happy,good
43.0,female,separated,28668.0,associate/junior college,very happy,excellent
65.0,male,never married,5734.0,less than high school,not too happy,unanswered
50.0,female,married,39695.0,high school,pretty happy,good
52.0,male,married,24258.0,high school,unanswered,poor
27.0,male,never married,7939.0,high school,very happy,unanswered
69.0,male,divorced,5734.0,less than high school,unanswered,fair
47.0,female,married,105852.0,associate/junior college,very happy,unanswered
50.0,female,widowed,1764.0,high school,pretty happy,fair
40.0,female,married,12129.0,high school,unanswered,good
82.0,female,widowed,5734.0,less than high school,pretty happy,unanswered
36.0,male,married,59542.0,high school,pretty happy,fair
37.0,female,married,88211.0,high school,unanswered,poor
41.0,female,married,33079.0,high school,unanswered,good
78.0,female,widowed,9924.0,high school,pretty happy,good
61.0,female,divorced,24258.0,less than high school,unanswered,good
22.0,female,never married,,high school,pretty happy,excellent
36.0,female,married,59542.0,bachelor's,unanswered,good
40.0,female,divorced,18745.0,bachelor's,very happy,excellent
64.0,female,widowed,24258.0,less than high school,unanswered,good
22.0,female,never married,7939.0,high school,pretty happy,unanswered
49.0,female,divorced,28668.0,graduate,pretty happy,good
79.0,female,widowed,14334.0,high school,unanswered,good
59.0,male,separated,9924.0,less than high school,not too happy,unanswered
77.0,female,widowed,6616.0,less than high school,unanswered,fair
77.0,female,widowed,9924.0,less than high school,unanswered,excellent
28.0,male,never married,24258.0,less than high school,not too happy,good
48.0,male,married,20950.0,high school,unanswered,fair
58.0,female,divorced,24258.0,high school,pretty happy,fair
63.0,male,married,48516.0,high school,unanswered,excellent
32.0,female,married,3087.0,high school,pretty happy,excellent
54.0,female,married,59542.0,high school,very happy,good
74.0,female,widowed,9924.0,high school,pretty happy,fair
77.0,female,widowed,,less than high school,pretty happy,unanswered
50.0,male,divorced,9924.0,high school,unanswered,fair
76.0,male,widowed,7939.0,less than high school,not too happy,unanswered
47.0,female,married,16539.0,high school,unanswered,good
79.0,female,widowed,6616.0,less than high school,unanswered,poor
66.0,female,widowed,9924.0,less than high school,unanswered,fair
71.0,male,married,24258.0,less than high school,pretty happy,fair
31.0,female,married,14334.0,high school,unanswered,fair
66.0,male,married,9924.0,associate/junior college,unanswered,poor
33.0,male,separated,39695.0,high school,unanswered,good
45.0,female,divorced,9924.0,high school,unanswered,fair
51.0,female,never married,18745.0,less than high school,pretty happy,unanswered
38.0,male,married,33079.0,associate/junior college,very happy,fair
56.0,male,divorced,,high school,unanswered,fair
29.0,male,never married,20950.0,high school,very happy,excellent
54.0,male,widowed,24258.0,high school,unanswered,fair
26.0,female,never married,5734.0,high school,pretty happy,unanswered
42.0,male,divorced,105852.0,high school,pretty happy,good
52.0,male,married,39695.0,less than high school,unanswered,fair
22.0,female,never married,12129.0,high school,pretty happy,good
37.0,male,married,59542.0,high school,unanswered,poor
52.0,female,married,16539.0,associate/junior college,very happy,fair
67.0,female,never married,7939.0,high school,pretty happy,fair
23.0,female,never married,33079.0,associate/junior college,pretty happy,unanswered
67.0,female,never married,39695.0,bachelor's,unanswered,fair
56.0,male,married,88211.0,high school,very happy,unanswered
29.0,female,married,48516.0,high school,pretty happy,excellent
67.0,female,widowed,39695.0,high school,unanswered,fair
43.0,male,married,39695.0,high school,pretty happy,unanswered
42.0,female,divorced,39695.0,high school,unanswered,good
65.0,female,divorced,9924.0,less than high school,not too happy,good
20.0,male,never married,9924.0,high school,pretty happy,excellent
24.0,male,married,12129.0,less than high school,very happy,unanswered
50.0,female,never married,39695.0,graduate,pretty happy,unanswered
51.0,female,married,72774.0,associate/junior college,pretty happy,fair
72.0,female,married,,less than high school,unanswered,good
52.0,female,married,39695.0,high school,unanswered,excellent
73.0,female,married,16539.0,high school,pretty happy,good
54.0,female,divorced,33079.0,bachelor's,pretty happy,unanswered
23.0,female,never married,12129.0,associate/junior college,pretty happy,excellent
40.0,female,divorced,24258.0,high school,pretty happy,unanswered
43.0,female,married,88211.0,graduate,very happy,good
29.0,female,divorced,33079.0,bachelor's,pretty happy,unanswered
37.0,male,divorced,20950.0,high school,unanswered,fair
32.0,male,divorced,33079.0,bachelor's,very happy,good
20.0,male,never married,14334.0,high school,pretty happy,good
84.0,female,married,14334.0,less than high school,pretty happy,unanswered
31.0,female,married,33079.0,high school,very happy,unanswered
40.0,male,divorced,59542.0,high school,not too happy,good
50.0,male,married,39695.0,high school,pretty happy,unanswered
35.0,female,married,9924.0,associate/junior college,pretty happy,good
59.0,female,widowed,28668.0,high school,pretty happy,good
21.0,female,never married,48516.0,high school,unanswered,good
67.0,male,divorced,48516.0,less than high school,pretty happy,good
35.0,male,married,,high school,very happy,excellent
33.0,male,never married,,less than high school,unanswered,fair
69.0,male,married,178266.0,high school,very happy,fair
36.0,female,married,48516.0,high school,pretty happy,good
46.0,male,divorced,28668.0,high school,pretty happy,good
35.0,female,separated,20950.0,less than high school,unanswered,poor
19.0,male,never married,,high school,pretty happy,unanswered
41.0,female,divorced,39695.0,bachelor's,very happy,good
47.0,male,divorced,59542.0,high school,unanswered,good
64.0,male,married,33079.0,less than high school,very happy,unanswered
69.0,female,married,59542.0,less than high school,unanswered,fair
36.0,female,married,33079.0,high school,unanswered,good
68.0,male,married,14334.0,less than high school,unanswered,poor
64.0,female,divorced,18745.0,less than high school,pretty happy,unanswered
31.0,male,divorced,48516.0,bachelor's,very happy,good
43.0,female,married,48516.0,high school,pretty happy,good
25.0,male,married,39695.0,high school,very happy,unanswered
63.0,female,married,48516.0,high school,very happy,good
27.0,male,married,28668.0,less than high school,unanswered,good
34.0,male,divorced,18745.0,high school,pretty happy,unanswered
55.0,male,married,18745.0,associate/junior college,pretty happy,good
30.0,female,divorced,24258.0,high school,pretty happy,good
54.0,female,married,48516.0,high school,unanswered,excellent
21.0,male,never married,18745.0,high school,unanswered,excellent
48.0,female,married,28668.0,less than high school,unanswered,fair
45.0,male,divorced,39695.0,high school,pretty happy,excellent
33.0,female,married,16539.0,high school,very happy,good
63.0,female,married,88211.0,high school,unanswered,good
63.0,male,divorced,39695.0,high school,pretty happy,fair
53.0,male,married,39695.0,bachelor's,pretty happy,good
59.0,male,married,72774.0,high school,unanswered,good
84.0,male,widowed,20950.0,less than high school,unanswered,good
75.0,male,married,3087.0,less than high school,unanswered,good
22.0,female,married,3087.0,less than high school,very happy,fair
63.0,male,never married,48516.0,high school,pretty happy,fair
54.0,male,married,72774.0,graduate,very happy,unanswered
32.0,male,married,39695.0,high school,unanswered,good
59.0,female,married,72774.0,bachelor's,pretty happy,excellent
59.0,female,married,18745.0,high school,pretty happy,good
48.0,male,married,48516.0,high school,unanswered,good
38.0,female,married,59542.0,high school,pretty happy,unanswered
63.0,female,married,178266.0,less than high school,unanswered,good
64.0,male,married,28668.0,less than high school,very happy,fair
40.0,male,never married,,less than high school,unanswered,good
38.0,female,divorced,59542.0,high school,pretty happy,excellent
53.0,female,married,18745.0,high school,unanswered,good
47.0,female,married,178266.0,high school,pretty happy,unanswered
22.0,female,divorced,12129.0,less than high school,unanswered,good
37.0,female,married,39695.0,high school,pretty happy,unanswered
51.0,male,divorced,59542.0,associate/junior college,unanswered,excellent
39.0,female,separated,,high school,pretty happy,unanswered
38.0,male,divorced,9924.0,high school,not too happy,poor
72.0,female,married,48516.0,less than high school,unanswered,good
51.0,male,divorced,59542.0,high school,unanswered,excellent
49.0,male,never married,24258.0,high school,unanswered,good
55.0,female,married,18745.0,less than high school,unanswered,good
73.0,male,married,20950.0,less than high school,not too happy,unanswered
59.0,female,married,72774.0,bachelor's,unanswered,good
66.0,female,divorced,28668.0,high school,unanswered,fair
39.0,male,married,12129.0,bachelor's,very happy,excellent
46.0,male,never married,,high school,very happy,good
31.0,male,never married,48516.0,bachelor's,pretty happy,unanswered
42.0,male,married,33079.0,less than high school,unanswered,poor
43.0,female,married,12129.0,less than high school,not too happy,unanswered
64.0,male,divorced,4852.0,less than high school,unanswered,fair
49.0,female,widowed,,less than high school,very happy,unanswered
51.0,female,separated,4852.0,less than high school,pretty happy,unanswered
23.0,female,married,33079.0,associate/junior college,pretty happy,good
36.0,male,married,5734.0,bachelor's,not too happy,unanswered
46.0,male,divorced,72774.0,high school,pretty happy,unanswered
45.0,male,divorced,39695.0,less than high school,unanswered,fair
44.0,female,divorced,39695.0,less than high school,not too happy,fair
62.0,male,separated,178266.0,high school,unanswered,fair
47.0,female,widowed,,less than high school,unanswered,unanswered
43.0,female,never married,59542.0,high school,unanswered,fair
63.0,male,divorced,33079.0,less than high school,pretty happy,unanswered
76.0,male,married,,high school,very happy,fair
59.0,male,married,59542.0,high school,pretty happy,good
67.0,male,divorced,1764.0,high school,pretty happy,excellent
39.0,female,married,39695.0,bachelor's,unanswered,excellent
56.0,female,widowed,,less than high school,not too happy,unanswered
46.0,male,married,178266.0,graduate,unanswered,excellent
53.0,male,divorced,1764.0,high school,unanswered,poor
56.0,male,never married,5734.0,high school,pretty happy,fair
39.0,male,married,39695.0,graduate,unanswered,good
55.0,male,married,48516.0,less than high school,very happy,unanswered
18.0,male,never married,4852.0,high school,pretty happy,unanswered
46.0,male,married,178266.0,bachelor's,unanswered,excellent
53.0,female,separated,441.0,unanswered,unanswered,fair
46.0,male,separated,39695.0,less than high school,not too happy,unanswered
68.0,female,widowed,14334.0,high school,very happy,good
36.0,female,widowed,20950.0,high school,unanswered,good
68.0,female,married,,high school,not too happy,excellent
36.0,male,married,39695.0,high school,pretty happy,good
56.0,male,married,48516.0,high school,unanswered,excellent
31.0,female,married,88211.0,high school,very happy,excellent
23.0,male,never married,72774.0,high school,pretty happy,fair
69.0,male,widowed,3969.0,less than high school,pretty happy,fair
47.0,male,married,88211.0,high school,unanswered,good
53.0,female,married,33079.0,high school,unanswered,good
58.0,female,married,,high school,pretty happy,fair
48.0,male,divorced,9924.0,high school,pretty happy,good
60.0,male,married,28668.0,less than high school,very happy,fair
24.0,female,never married,59542.0,associate/junior college,pretty happy,unanswered
53.0,male,separated,7939.0,high school,very happy,good
81.0,female,married,441.0,less than high school,pretty happy,unanswered
20.0,male,never married,,high school,pretty happy,fair
71.0,female,married,16539.0,high school,very happy,good
54.0,female,never married,9924.0,bachelor's,very happy,good
48.0,female,divorced,39695.0,high school,unanswered,fair
59.0,male,never married,,high school,unanswered,fair
55.0,female,married,59542.0,bachelor's,pretty happy,unanswered
75.0,female,divorced,,high school,unanswered,good
20.0,female,never married,5734.0,less than high school,unanswered,good
27.0,male,never married,441.0,high school,pretty happy,excellent
37.0,female,married,,high school,not too happy,good
39.0,female,married,178266.0,high school,pretty happy,good
41.0,male,divorced,20950.0,associate/junior college,pretty happy,good
43.0,female,divorced,,high school,unanswered,fair
44.0,female,separated,,high school,unanswered,excellent
67.0,male,separated,72774.0,bachelor's,not too happy,poor
40.0,male,never married,20950.0,graduate,pretty happy,unanswered
58.0,male,married,59542.0,high school,very happy,unanswered
40.0,male,married,39695.0,high school,pretty happy,fair
58.0,female,never married,,high school,unanswered,fair
71.0,female,divorced,16539.0,bachelor's,pretty happy,good
59.0,female,divorced,,high school,pretty happy,unanswered
47.0,male,married,178266.0,bachelor's,unanswered,good
41.0,male,separated,178266.0,bachelor's,very happy,good
84.0,male,widowed,7939.0,less than high school,not too happy,good
28.0,female,never married,,less than high school,not too happy,good
50.0,male,married,72774.0,high school,unanswered,good
28.0,male,never married,,high school,not too happy,unanswered
73.0,male,married,,less than high school,pretty happy,good
46.0,female,widowed,,high school,not too happy,good
38.0,female,divorced,9924.0,high school,very happy,unanswered
42.0,female,married,88211.0,high school,not too happy,unanswered
45.0,female,married,48516.0,associate/junior college,unanswered,good
47.0,male,married,39695.0,high school,unanswered,excellent
28.0,female,never married,33079.0,high school,pretty happy,excellent
49.0,male,married,59542.0,high school,pretty happy,good
30.0,female,never married,,high school,very happy,good
54.0,male,married,88211.0,associate/junior college,very happy,excellent
76.0,male,married,441.0,less than high school,unanswered,fair
26.0,female,never married,,high school,pretty happy,good
80.0,male,married,39695.0,less than high school,not too happy,poor
47.0,male,never married,12129.0,high school,unanswered,fair
45.0,male,married,20950.0,high school,pretty happy,good
44.0,male,never married,4852.0,high school,pretty happy,unanswered
19.0,male,never married,3087.0,high school,pretty happy,unanswered
18.0,male,never married,7939.0,less than high school,unanswered,excellent
42.0,female,divorced,28668.0,high school,pretty happy,poor
45.0,male,divorced,12129.0,high school,very happy,good
60.0,male,never married,59542.0,bachelor's,pretty happy,unanswered
28.0,female,never married,5734.0,bachelor's,not too happy,good
44.0,female,married,18745.0,graduate,not too happy,unanswered
57.0,female,married,28668.0,less than high school,not too happy,fair
33.0,male,married,33079.0,associate/junior college,very happy,unanswered
30.0,female,separated,18745.0,associate/junior college,unanswered,good
30.0,male,married,5734.0,graduate,pretty happy,unanswered
63.0,female,widowed,33079.0,graduate,unanswered,fair
21.0,female,never married,4852.0,high school,pretty happy,unanswered
22.0,female,never married,12129.0,associate/junior college,very happy,good
27.0,male,married,6616.0,high school,unanswered,fair
32.0,male,married,24258.0,graduate,unanswered,good
53.0,male,married,33079.0,high school,unanswered,fair
39.0,female,married,28668.0,graduate,unanswered,good
29.0,female,married,12129.0,bachelor's,unanswered,excellent
29.0,female,never married,12129.0,associate/junior college,unanswered,fair
73.0,female,married,18745.0,high school,very happy,unanswered
68.0,female,married,105852.0,graduate,very happy,excellent
60.0,male,divorced,14334.0,high school,pretty happy,fair
70.0,female,divorced,24258.0,high school,pretty happy,good
35.0,male,never married,12129.0,high school,pretty happy,good
30.0,male,never married,24258.0,less than high school,not too happy,good
40.0,female,married,72774.0,bachelor's,very happy,unanswered
58.0,male,married,39695.0,high school,pretty happy,good
43.0,female,married,88211.0,bachelor's,unanswered,excellent
47.0,male,married,88211.0,high school,unanswered,fair
54.0,female,married,105852.0,high school,unanswered,excellent
21.0,male,never married,105852.0,high school,pretty happy,good
59.0,male,married,59542.0,graduate,very happy,excellent
71.0,male,married,59542.0,high school,very happy,good
38.0,male,married,88211.0,associate/junior college,very happy,unanswered
52.0,female,married,105852.0,high school,pretty happy,unanswered
61.0,female,married,72774.0,less than high school,unanswered,good
53.0,female,divorced,1764.0,high school,pretty happy,good
58.0,female,married,28668.0,high school,pretty happy,good
27.0,male,never married,7939.0,high school,unanswered,excellent
42.0,male,divorced,3087.0,high school,unanswered,poor
29.0,female,separated,1764.0,high school,unanswered,fair
55.0,male,married,178266.0,bachelor's,pretty happy,good
50.0,female,married,33079.0,high school,pretty happy,unanswered
75.0,female,widowed,16539.0,high school,pretty happy,good
54.0,female,married,33079.0,associate/junior college,pretty happy,unanswered
64.0,female,divorced,7939.0,high school,unanswered,excellent
21.0,male,married,28668.0,high school,unanswered,good
80.0,female,widowed,14334.0,high school,very happy,excellent
33.0,female,married,59542.0,bachelor's,pretty happy,good
35.0,male,divorced,39695.0,high school,unanswered,excellent
50.0,female,divorced,18745.0,less than high school,very happy,unanswered
28.0,female,divorced,12129.0,high school,unanswered,fair
25.0,male,married,9924.0,high school,very happy,excellent
65.0,female,married,39695.0,less than high school,unanswered,good
65.0,female,divorced,16539.0,high school,not too happy,excellent
54.0,male,married,39695.0,less than high school,pretty happy,unanswered
31.0,female,never married,48516.0,high school,unanswered,excellent
66.0,female,widowed,18745.0,associate/junior college,very happy,excellent
73.0,male,married,6616.0,less than high school,pretty happy,poor
43.0,female,married,88211.0,high school,unanswered,good
52.0,male,married,88211.0,high school,unanswered,fair
51.0,male,separated,6616.0,high school,not too happy,fair
72.0,female,widowed,7939.0,less than high school,unanswered,fair
31.0,male,married,18745.0,high school,very happy,excellent
70.0,female,divorced,24258.0,high school,very happy,good
79.0,male,married,18745.0,graduate,unanswered,good
46.0,female,divorced,24258.0,graduate,unanswered,excellent
78.0,male,married,39695.0,bachelor's,pretty happy,fair
25.0,female,married,105852.0,less than high school,pretty happy,excellent
45.0,male,married,72774.0,high school,unanswered,good
59.0,female,married,39695.0,high school,very happy,excellent
72.0,female,married,39695.0,high school,pretty happy,unanswered
36.0,female,married,88211.0,less than high school,unanswered,good
54.0,male,married,48516.0,high school,pretty happy,good
59.0,male,married,48516.0,bachelor's,pretty happy,good
70.0,female,married,14334.0,high school,very happy,good
