age,sex,marital,coninc,degree,happy,health
61.0,female,married,73900.0,associate/junior college,pretty happy,unanswered
62.0,female,married,,associate/junior college,pretty happy,excellent
21.0,female,never married,73900.0,high school,pretty happy,excellent
41.0,male,never married,33255.0,high school,very happy,good
35.0,male,never married,40645.0,graduate,pretty happy,unanswered
67.0,female,widowed,12008.75,high school,pretty happy,unanswered
76.0,female,widowed,,less than high school,not too happy,fair
30.0,male,never married,4803.5,high school,pretty happy,good
55.0,female,divorced,1478.0,high school,pretty happy,fair
63.0,female,widowed,8313.75,high school,pretty happy,unanswered
26.0,female,never married,8313.75,associate/junior college,not too happy,good
49.0,female,separated,8313.75,less than high school,pretty happy,fair
32.0,male,never married,6651.0,high school,not too happy,unanswered
42.0,female,married,40645.0,bachelor's,very happy,unanswered
50.0,female,never married,6651.0,high school,pretty happy,good
48.0,female,married,73900.0,less than high school,pretty happy,unanswered
76.0,female,widowed,,high school,pretty happy,excellent
53.0,male,married,160742.22,high school,pretty happy,excellent
31.0,female,married,1478.0,high school,not too happy,good
37.0,female,never married,49882.5,bachelor's,pretty happy,good
46.0,female,married,40645.0,high school,very happy,good
40.0,female,never married,27712.5,graduate,pretty happy,poor
25.0,female,never married,24017.5,high school,not too happy,good
61.0,male,married,73900.0,high school,pretty happy,unanswered
50.0,female,married,,high school,very happy,unanswered
51.0,male,divorced,73900.0,high school,very happy,excellent
57.0,male,married,160742.22,high school,pretty happy,fair
79.0,female,widowed,24017.5,associate/junior college,pretty happy,good
31.0,female,divorced,13856.25,high school,pretty happy,unanswered
24.0,female,never married,10161.25,high school,pretty happy,good
61.0,female,married,40645.0,high school,pretty happy,unanswered
62.0,female,widowed,24017.5,high school,not too happy,good
64.0,female,unanswered,17551.25,bachelor's,very happy,good
54.0,male,never married,33255.0,high school,pretty happy,fair
24.0,female,never married,33255.0,high school,pretty happy,unanswered
79.0,male,widowed,10161.25,less than high school,not too happy,good
33.0,female,never married,24017.5,high school,pretty happy,unanswered
27.0,female,married,6651.0,high school,very happy,good
36.0,male,never married,49882.5,bachelor's,very happy,excellent
19.0,male,never married,160742.22,high school,pretty happy,unanswered
59.0,female,divorced,49882.5,high school,pretty happy,good
63.0,male,married,73900.0,high school,very happy,good
41.0,male,never married,4064.5,high school,pretty happy,poor
36.0,female,never married,,bachelor's,pretty happy,excellent
36.0,female,married,73900.0,graduate,pretty happy,fair
40.0,male,married,27712.5,high school,pretty happy,good
33.0,male,married,15703.75,less than high school,pretty happy,unanswered
32.0,female,separated,5542.5,high school,very happy,fair
47.0,female,married,20322.5,high school,very happy,excellent
39.0,male,married,60967.5,high school,pretty happy,unanswered
25.0,male,never married,40645.0,high school,pretty happy,unanswered
20.0,female,never married,,high school,very happy,unanswered
32.0,female,married,73900.0,high school,very happy,excellent
32.0,male,never married,33255.0,high school,pretty happy,unanswered
46.0,female,married,20322.5,high school,pretty happy,unanswered
57.0,male,divorced,20322.5,high school,pretty happy,good
60.0,male,married,33255.0,high school,very happy,good
59.0,female,never married,24017.5,less than high school,pretty happy,unanswered
47.0,female,married,103460.0,graduate,pretty happy,good
57.0,female,never married,40645.0,associate/junior college,pretty happy,unanswered
67.0,female,divorced,,graduate,pretty happy,good
65.0,male,divorced,160742.22,graduate,very happy,good
61.0,female,married,24017.5,bachelor's,pretty happy,poor
36.0,female,married,17551.25,high school,pretty happy,unanswered
37.0,female,never married,369.5,high school,pretty happy,unanswered
80.0,male,married,60967.5,high school,very happy,good
26.0,female,never married,103460.0,high school,very happy,good
33.0,female,never married,103460.0,bachelor's,pretty happy,excellent
27.0,male,married,88680.0,bachelor's,pretty happy,unanswered
34.0,female,never married,49882.5,bachelor's,pretty happy,fair
50.0,female,married,40645.0,associate/junior college,pretty happy,unanswered
58.0,female,married,103460.0,associate/junior college,pretty happy,unanswered
39.0,male,never married,49882.5,graduate,pretty happy,excellent
70.0,female,widowed,8313.75,high school,not too happy,fair
24.0,female,never married,13856.25,high school,very happy,unanswered
40.0,female,never married,17551.25,high school,not too happy,good
48.0,male,divorced,49882.5,associate/junior college,pretty happy,good
58.0,male,widowed,2586.5,less than high school,pretty happy,unanswered
57.0,male,widowed,33255.0,high school,pretty happy,good
76.0,male,divorced,27712.5,less than high school,pretty happy,unanswered
53.0,male,married,73900.0,high school,very happy,good
30.0,female,married,33255.0,associate/junior college,pretty happy,good
64.0,female,married,,less than high school,pretty happy,fair
59.0,female,married,33255.0,high school,not too happy,fair
88.0,female,widowed,,high school,not too happy,fair
61.0,male,married,88680.0,bachelor's,pretty happy,good
50.0,male,married,17551.25,bachelor's,very happy,unanswered
76.0,male,never married,20322.5,graduate,pretty happy,unanswered
27.0,female,never married,,less than high school,not too happy,fair
27.0,female,never married,6651.0,high school,pretty happy,excellent
21.0,male,never married,24017.5,high school,pretty happy,good
29.0,female,never married,73900.0,bachelor's,very happy,unanswered
59.0,female,married,49882.5,less than high school,pretty happy,poor
32.0,male,separated,13856.25,high school,pretty happy,fair
37.0,male,married,20322.5,less than high school,pretty happy,good
37.0,male,never married,17551.25,associate/junior college,very happy,good
40.0,male,never married,20322.5,bachelor's,pretty happy,poor
51.0,female,never married,20322.5,associate/junior college,very happy,unanswered
26.0,female,married,49882.5,high school,very happy,excellent
71.0,male,married,160742.22,bachelor's,not too happy,good
53.0,female,divorced,49882.5,bachelor's,not too happy,excellent
45.0,male,married,40645.0,high school,pretty happy,unanswered
53.0,male,married,103460.0,bachelor's,very happy,good
22.0,female,never married,,high school,not too happy,unanswered
58.0,female,divorced,88680.0,graduate,pretty happy,excellent
50.0,male,married,160742.22,bachelor's,very happy,unanswered
52.0,female,divorced,49882.5,less than high school,not too happy,fair
48.0,female,married,60967.5,high school,very happy,fair
62.0,female,married,33255.0,high school,very happy,good
26.0,female,never married,49882.5,high school,very happy,excellent
59.0,female,divorced,,high school,pretty happy,unanswered
64.0,female,married,60967.5,high school,pretty happy,unanswered
38.0,female,married,49882.5,bachelor's,pretty happy,good
52.0,female,divorced,12008.75,less than high school,not too happy,poor
28.0,female,never married,,high school,pretty happy,good
73.0,female,divorced,49882.5,graduate,pretty happy,excellent
29.0,male,married,6651.0,high school,very happy,good
32.0,female,separated,24017.5,associate/junior college,very happy,good
79.0,female,widowed,1478.0,less than high school,very happy,unanswered
48.0,female,married,73900.0,bachelor's,very happy,excellent
53.0,male,married,13856.25,high school,very happy,good
45.0,male,married,12008.75,less than high school,very happy,good
43.0,female,separated,10161.25,high school,pretty happy,unanswered
32.0,female,married,60967.5,graduate,very happy,excellent
25.0,female,never married,8313.75,high school,not too happy,excellent
79.0,male,widowed,,less than high school,not too happy,fair
55.0,male,never married,8313.75,high school,pretty happy,fair
39.0,female,never married,33255.0,high school,pretty happy,unanswered
78.0,male,widowed,,high school,pretty happy,poor
54.0,male,married,49882.5,high school,very happy,excellent
20.0,male,never married,12008.75,high school,very happy,good
72.0,female,separated,8313.75,less than high school,not too happy,fair
50.0,female,married,49882.5,less than high school,very happy,excellent
79.0,male,divorced,,high school,pretty happy,fair
89.0,female,divorced,1478.0,high school,not too happy,fair
75.0,female,widowed,6651.0,high school,not too happy,poor
53.0,female,separated,12008.75,high school,pretty happy,good
47.0,male,married,24017.5,high school,pretty happy,fair
75.0,male,married,49882.5,high school,very happy,excellent
48.0,female,married,24017.5,high school,pretty happy,good
63.0,female,widowed,73900.0,bachelor's,pretty happy,good
43.0,male,married,49882.5,graduate,pretty happy,excellent
31.0,male,never married,33255.0,graduate,pretty happy,unanswered
40.0,male,married,73900.0,graduate,pretty happy,excellent
74.0,male,never married,40645.0,graduate,very happy,unanswered
48.0,female,married,60967.5,bachelor's,very happy,unanswered
68.0,female,married,160742.22,high school,pretty happy,unanswered
89.0,female,widowed,,high school,very happy,fair
24.0,female,never married,,associate/junior college,very happy,excellent
40.0,male,divorced,13856.25,high school,not too happy,unanswered
28.0,male,married,49882.5,high school,pretty happy,unanswered
18.0,female,never married,369.5,high school,pretty happy,good
33.0,male,never married,24017.5,high school,very happy,good
42.0,male,divorced,160742.22,high school,pretty happy,good
35.0,male,married,15703.75,less than high school,not too happy,fair
30.0,female,married,103460.0,high school,pretty happy,unanswered
56.0,male,married,,high school,very happy,unanswered
40.0,female,married,,graduate,very happy,excellent
60.0,female,married,160742.22,graduate,very happy,unanswered
40.0,female,married,,high school,very happy,excellent
35.0,male,never married,160742.22,graduate,pretty happy,excellent
66.0,male,divorced,40645.0,high school,pretty happy,poor
58.0,female,divorced,20322.5,high school,pretty happy,unanswered
49.0,male,separated,40645.0,high school,pretty happy,fair
59.0,male,never married,33255.0,bachelor's,pretty happy,good
30.0,female,never married,24017.5,high school,pretty happy,excellent
63.0,male,separated,12008.75,high school,pretty happy,unanswered
73.0,male,never married,5542.5,less than high school,very happy,good
56.0,female,never married,4803.5,less than high school,not too happy,fair
26.0,male,never married,8313.75,high school,very happy,good
26.0,female,married,49882.5,high school,very happy,good
20.0,male,never married,5542.5,high school,pretty happy,good
51.0,female,widowed,24017.5,high school,pretty happy,good
39.0,male,never married,17551.25,high school,very happy,unanswered
58.0,female,married,49882.5,high school,pretty happy,good
86.0,female,married,33255.0,high school,very happy,good
57.0,female,divorced,60967.5,high school,not too happy,unanswered
47.0,male,married,160742.22,bachelor's,pretty happy,unanswered
53.0,male,married,103460.0,graduate,pretty happy,good
37.0,male,married,73900.0,bachelor's,pretty happy,good
25.0,female,never married,1478.0,bachelor's,very happy,unanswered
54.0,male,never married,27712.5,less than high school,pretty happy,excellent
64.0,male,married,40645.0,less than high school,pretty happy,unanswered
37.0,female,never married,15703.75,associate/junior college,pretty happy,good
63.0,male,married,24017.5,high school,very happy,fair
22.0,male,never married,8313.75,high school,pretty happy,excellent
30.0,female,never married,40645.0,associate/junior college,pretty happy,unanswered
69.0,male,married,33255.0,high school,pretty happy,fair
25.0,male,never married,20322.5,high school,pretty happy,unanswered
56.0,female,married,24017.5,high school,pretty happy,good
25.0,male,never married,33255.0,high school,pretty happy,good
55.0,female,never married,27712.5,high school,pretty happy,good
27.0,male,never married,15703.75,high school,pretty happy,unanswered
73.0,male,divorced,49882.5,high school,pretty happy,excellent
53.0,female,separated,6651.0,high school,pretty happy,poor
25.0,female,never married,60967.5,associate/junior college,pretty happy,unanswered
71.0,female,widowed,13856.25,less than high school,pretty happy,unanswered
52.0,female,separated,8313.75,less than high school,not too happy,fair
36.0,female,never married,40645.0,associate/junior college,pretty happy,fair
22.0,female,never married,10161.25,high school,pretty happy,unanswered
31.0,female,married,49882.5,high school,pretty happy,good
62.0,male,married,24017.5,high school,pretty happy,fair
58.0,male,married,33255.0,bachelor's,pretty happy,fair
25.0,male,never married,73900.0,high school,pretty happy,good
23.0,female,never married,15703.75,high school,pretty happy,good
20.0,male,never married,5542.5,less than high school,not too happy,fair
19.0,female,never married,60967.5,associate/junior college,pretty happy,excellent
73.0,female,married,,high school,pretty happy,excellent
40.0,female,married,160742.22,bachelor's,pretty happy,unanswered
73.0,female,never married,1478.0,bachelor's,pretty happy,fair
44.0,female,married,60967.5,high school,very happy,good
54.0,male,married,60967.5,associate/junior college,pretty happy,excellent
89.0,male,married,60967.5,high school,pretty happy,unanswered
68.0,male,divorced,160742.22,graduate,very happy,good
67.0,female,married,73900.0,bachelor's,pretty happy,good
61.0,female,married,88680.0,graduate,pretty happy,good
39.0,female,married,160742.22,associate/junior college,very happy,excellent
39.0,female,married,160742.22,bachelor's,very happy,good
35.0,female,married,60967.5,graduate,not too happy,fair
56.0,female,divorced,40645.0,associate/junior college,very happy,unanswered
52.0,male,married,24017.5,high school,not too happy,poor
28.0,female,married,40645.0,associate/junior college,very happy,good
50.0,male,never married,369.5,less than high school,pretty happy,good
76.0,female,widowed,12008.75,less than high school,pretty happy,unanswered
89.0,male,divorced,17551.25,bachelor's,pretty happy,good
29.0,male,married,24017.5,high school,pretty happy,unanswered
62.0,female,divorced,6651.0,less than high school,not too happy,poor
56.0,female,never married,,high school,pretty happy,unanswered
59.0,female,never married,10161.25,high school,very happy,good
34.0,female,never married,,associate/junior college,pretty happy,unanswered
29.0,female,married,73900.0,bachelor's,very happy,excellent
34.0,female,never married,40645.0,bachelor's,pretty happy,unanswered
60.0,female,never married,33255.0,graduate,pretty happy,good
29.0,female,never married,27712.5,graduate,very happy,good
31.0,male,married,20322.5,associate/junior college,pretty happy,unanswered
73.0,male,widowed,10161.25,high school,pretty happy,unanswered
58.0,male,married,60967.5,high school,pretty happy,unanswered
42.0,female,divorced,40645.0,high school,not too happy,unanswered
35.0,male,married,49882.5,bachelor's,pretty happy,unanswered
51.0,female,separated,49882.5,high school,pretty happy,unanswered
54.0,female,married,27712.5,less than high school,very happy,poor
53.0,male,married,49882.5,high school,not too happy,fair
52.0,male,married,103460.0,graduate,pretty happy,good
41.0,female,never married,73900.0,high school,very happy,unanswered
42.0,male,divorced,88680.0,bachelor's,very happy,excellent
58.0,male,married,33255.0,high school,pretty happy,unanswered
38.0,female,married,20322.5,less than high school,pretty happy,good
40.0,female,married,49882.5,bachelor's,very happy,unanswered
31.0,male,divorced,33255.0,high school,very happy,good
56.0,female,married,40645.0,high school,pretty happy,excellent
34.0,male,married,73900.0,graduate,very happy,good
58.0,female,divorced,33255.0,less than high school,pretty happy,poor
23.0,female,never married,20322.5,high school,pretty happy,excellent
51.0,female,married,160742.22,graduate,pretty happy,unanswered
53.0,female,never married,24017.5,high school,very happy,unanswered
68.0,male,divorced,8313.75,less than high school,pretty happy,fair
71.0,female,married,20322.5,less than high school,pretty happy,fair
22.0,female,never married,10161.25,associate/junior college,very happy,unanswered
71.0,female,divorced,5542.5,less than high school,not too happy,fair
30.0,female,never married,49882.5,bachelor's,very happy,good
60.0,female,married,49882.5,high school,pretty happy,unanswered
28.0,female,never married,160742.22,high school,very happy,good
60.0,male,married,160742.22,graduate,very happy,excellent
37.0,male,never married,20322.5,high school,pretty happy,good
52.0,male,never married,8313.75,high school,pretty happy,unanswered
25.0,male,married,40645.0,bachelor's,very happy,unanswered
19.0,male,never married,49882.5,high school,pretty happy,good
38.0,female,married,33255.0,bachelor's,pretty happy,unanswered
41.0,female,never married,40645.0,bachelor's,pretty happy,unanswered
43.0,female,never married,40645.0,bachelor's,pretty happy,good
34.0,male,never married,15703.75,high school,very happy,unanswered
39.0,male,married,33255.0,high school,pretty happy,unanswered
26.0,female,never married,15703.75,high school,very happy,good
27.0,female,never married,12008.75,bachelor's,very happy,unanswered
34.0,female,divorced,13856.25,high school,pretty happy,unanswered
34.0,male,married,27712.5,high school,very happy,excellent
38.0,female,never married,24017.5,bachelor's,not too happy,fair
59.0,female,divorced,27712.5,high school,very happy,good
28.0,male,never married,8313.75,high school,not too happy,good
32.0,female,never married,49882.5,high school,pretty happy,excellent
24.0,male,never married,6651.0,high school,pretty happy,unanswered
65.0,female,divorced,33255.0,high school,pretty happy,excellent
27.0,male,never married,2586.5,less than high school,not too happy,fair
51.0,female,never married,15703.75,bachelor's,pretty happy,poor
44.0,female,never married,13856.25,less than high school,pretty happy,fair
44.0,male,never married,4064.5,high school,not too happy,good
22.0,male,never married,,less than high school,not too happy,fair
25.0,female,never married,4064.5,less than high school,pretty happy,unanswered
38.0,male,divorced,12008.75,associate/junior college,pretty happy,unanswered
58.0,female,divorced,33255.0,high school,pretty happy,unanswered
38.0,female,married,160742.22,graduate,very happy,unanswered
53.0,male,married,103460.0,bachelor's,pretty happy,excellent
42.0,female,married,88680.0,high school,very happy,unanswered
55.0,male,married,160742.22,bachelor's,pretty happy,unanswered
51.0,male,married,160742.22,bachelor's,pretty happy,unanswered
60.0,male,married,49882.5,high school,very happy,good
54.0,female,married,,less than high school,very happy,fair
38.0,female,married,27712.5,bachelor's,not too happy,poor
79.0,female,widowed,160742.22,high school,pretty happy,unanswered
39.0,male,married,160742.22,high school,pretty happy,unanswered
38.0,female,never married,49882.5,bachelor's,pretty happy,unanswered
59.0,male,married,73900.0,high school,pretty happy,good
56.0,male,divorced,60967.5,high school,not too happy,unanswered
37.0,male,never married,27712.5,high school,pretty happy,good
60.0,female,never married,40645.0,high school,not too happy,fair
32.0,male,married,73900.0,bachelor's,very happy,excellent
63.0,male,married,33255.0,high school,pretty happy,fair
53.0,male,married,60967.5,high school,pretty happy,unanswered
27.0,female,married,17551.25,less than high school,pretty happy,fair
62.0,female,widowed,,high school,very happy,excellent
22.0,female,never married,12008.75,high school,pretty happy,excellent
24.0,male,married,33255.0,high school,very happy,good
23.0,male,never married,24017.5,high school,not too happy,unanswered
51.0,female,married,,bachelor's,pretty happy,fair
42.0,male,divorced,40645.0,high school,very happy,unanswered
31.0,male,married,60967.5,high school,very happy,unanswered
78.0,female,widowed,12008.75,less than high school,very happy,unanswered
36.0,female,married,160742.22,graduate,very happy,unanswered
64.0,male,married,60967.5,bachelor's,pretty happy,unanswered
76.0,female,married,40645.0,graduate,very happy,unanswered
41.0,male,divorced,73900.0,associate/junior college,not too happy,good
71.0,female,married,49882.5,graduate,very happy,excellent
67.0,female,married,88680.0,bachelor's,very happy,unanswered
40.0,male,married,103460.0,graduate,pretty happy,good
44.0,female,married,49882.5,high school,pretty happy,good
43.0,male,married,73900.0,high school,pretty happy,unanswered
59.0,female,divorced,24017.5,associate/junior college,pretty happy,unanswered
40.0,female,married,24017.5,high school,pretty happy,unanswered
53.0,male,divorced,49882.5,bachelor's,very happy,fair
25.0,male,never married,40645.0,high school,not too happy,unanswered
60.0,male,married,73900.0,bachelor's,pretty happy,good
29.0,female,married,88680.0,high school,very happy,good
30.0,male,never married,17551.25,associate/junior college,pretty happy,excellent
59.0,male,divorced,160742.22,high school,not too happy,unanswered
40.0,male,married,40645.0,high school,pretty happy,good
29.0,male,never married,40645.0,bachelor's,very happy,excellent
70.0,female,divorced,49882.5,bachelor's,very happy,excellent
27.0,female,never married,17551.25,less than high school,pretty happy,fair
78.0,female,married,12008.75,bachelor's,very happy,excellent
48.0,female,married,160742.22,graduate,very happy,excellent
64.0,male,married,73900.0,bachelor's,very happy,excellent
49.0,female,married,160742.22,bachelor's,very happy,excellent
83.0,female,widowed,,high school,pretty happy,good
62.0,female,married,49882.5,high school,pretty happy,fair
42.0,male,never married,88680.0,bachelor's,pretty happy,unanswered
84.0,male,married,27712.5,graduate,very happy,unanswered
18.0,male,never married,160742.22,high school,pretty happy,good
77.0,male,never married,8313.75,bachelor's,not too happy,good
54.0,male,divorced,4803.5,high school,pretty happy,unanswered
62.0,male,married,160742.22,high school,very happy,good
56.0,female,married,60967.5,associate/junior college,very happy,good
50.0,female,married,49882.5,high school,very happy,excellent
23.0,female,never married,88680.0,bachelor's,very happy,good
66.0,female,married,73900.0,bachelor's,pretty happy,fair
67.0,male,married,,graduate,very happy,good
49.0,male,never married,73900.0,high school,pretty happy,good
85.0,male,married,49882.5,less than high school,very happy,good
68.0,female,married,49882.5,high school,pretty happy,unanswered
63.0,male,married,40645.0,less than high school,very happy,fair
39.0,female,married,49882.5,bachelor's,very happy,good
89.0,female,widowed,12008.75,high school,pretty happy,good
55.0,male,married,160742.22,bachelor's,very happy,unanswered
72.0,male,never married,24017.5,associate/junior college,pretty happy,good
42.0,male,never married,40645.0,high school,pretty happy,good
89.0,female,widowed,,high school,very happy,excellent
45.0,female,never married,6651.0,less than high school,pretty happy,unanswered
84.0,female,widowed,13856.25,high school,pretty happy,good
75.0,female,divorced,24017.5,high school,pretty happy,good
75.0,male,never married,,less than high school,very happy,good
53.0,female,never married,24017.5,high school,not too happy,unanswered
56.0,female,never married,10161.25,associate/junior college,not too happy,unanswered
35.0,male,never married,40645.0,high school,pretty happy,good
23.0,female,never married,33255.0,high school,pretty happy,good
21.0,male,never married,10161.25,high school,pretty happy,good
22.0,female,never married,12008.75,high school,very happy,unanswered
29.0,male,never married,20322.5,high school,pretty happy,good
58.0,male,never married,24017.5,high school,not too happy,fair
56.0,male,married,40645.0,high school,very happy,good
33.0,female,married,60967.5,bachelor's,pretty happy,good
72.0,female,widowed,8313.75,less than high school,pretty happy,fair
66.0,female,married,73900.0,high school,not too happy,unanswered
36.0,male,never married,17551.25,high school,pretty happy,good
29.0,female,married,27712.5,high school,pretty happy,fair
25.0,male,never married,12008.75,high school,very happy,unanswered
53.0,male,divorced,20322.5,less than high school,pretty happy,good
59.0,female,married,73900.0,associate/junior college,pretty happy,unanswered
44.0,male,never married,60967.5,high school,pretty happy,unanswered
40.0,male,never married,,high school,pretty happy,unanswered
51.0,female,married,49882.5,high school,very happy,good
66.0,female,never married,160742.22,graduate,pretty happy,good
40.0,female,never married,49882.5,high school,very happy,unanswered
41.0,female,married,13856.25,high school,pretty happy,unanswered
50.0,female,married,49882.5,high school,very happy,good
50.0,female,married,60967.5,high school,very happy,unanswered
62.0,female,widowed,13856.25,high school,pretty happy,unanswered
73.0,male,married,24017.5,high school,very happy,poor
41.0,male,never married,33255.0,high school,not too happy,fair
39.0,female,never married,15703.75,high school,pretty happy,unanswered
29.0,female,married,33255.0,less than high school,very happy,unanswered
59.0,female,married,17551.25,high school,very happy,good
55.0,male,divorced,33255.0,high school,not too happy,unanswered
34.0,female,widowed,,less than high school,pretty happy,poor
47.0,male,married,73900.0,graduate,pretty happy,fair
60.0,male,married,160742.22,graduate,pretty happy,unanswered
67.0,female,married,24017.5,high school,pretty happy,poor
57.0,female,married,103460.0,bachelor's,pretty happy,unanswered
48.0,female,married,73900.0,graduate,very happy,excellent
30.0,female,married,88680.0,graduate,pretty happy,unanswered
60.0,male,divorced,15703.75,high school,pretty happy,fair
58.0,female,divorced,27712.5,high school,very happy,excellent
63.0,female,widowed,49882.5,high school,very happy,excellent
57.0,female,married,15703.75,high school,pretty happy,fair
66.0,female,married,10161.25,high school,very happy,excellent
87.0,male,married,,less than high school,pretty happy,unanswered
55.0,female,married,103460.0,associate/junior college,pretty happy,unanswered
54.0,female,married,33255.0,high school,very happy,unanswered
63.0,male,married,103460.0,high school,very happy,poor
26.0,male,never married,,high school,not too happy,good
67.0,male,married,103460.0,graduate,pretty happy,excellent
81.0,male,widowed,20322.5,high school,pretty happy,good
73.0,male,divorced,,graduate,pretty happy,unanswered
78.0,female,married,,bachelor's,very happy,good
77.0,male,married,40645.0,graduate,pretty happy,good
47.0,female,divorced,49882.5,associate/junior college,pretty happy,unanswered
62.0,male,married,88680.0,graduate,pretty happy,excellent
83.0,female,married,33255.0,graduate,pretty happy,good
41.0,female,married,103460.0,bachelor's,pretty happy,fair
44.0,male,never married,160742.22,graduate,very happy,excellent
54.0,female,married,88680.0,bachelor's,very happy,unanswered
57.0,male,widowed,20322.5,bachelor's,unanswered,unanswered
26.0,male,never married,73900.0,high school,pretty happy,good
60.0,male,widowed,24017.5,high school,pretty happy,unanswered
30.0,male,never married,17551.25,high school,very happy,unanswered
72.0,female,married,40645.0,bachelor's,pretty happy,fair
68.0,male,married,13856.25,less than high school,very happy,good
46.0,male,married,33255.0,graduate,very happy,unanswered
59.0,male,married,8313.75,less than high school,pretty happy,good
77.0,female,married,24017.5,high school,pretty happy,fair
59.0,female,divorced,10161.25,high school,not too happy,good
47.0,female,married,,high school,pretty happy,excellent
51.0,female,married,103460.0,high school,unanswered,unanswered
42.0,female,divorced,40645.0,associate/junior college,pretty happy,excellent
75.0,male,widowed,24017.5,graduate,very happy,excellent
66.0,male,divorced,12008.75,high school,pretty happy,good
25.0,female,married,15703.75,bachelor's,pretty happy,unanswered
34.0,female,never married,8313.75,less than high school,very happy,good
25.0,female,divorced,40645.0,associate/junior college,pretty happy,good
78.0,female,widowed,17551.25,high school,not too happy,excellent
21.0,male,never married,73900.0,associate/junior college,pretty happy,unanswered
73.0,female,married,27712.5,bachelor's,very happy,excellent
29.0,female,married,8313.75,associate/junior college,not too happy,unanswered
35.0,female,married,40645.0,high school,pretty happy,unanswered
31.0,male,separated,20322.5,high school,pretty happy,good
58.0,male,widowed,13856.25,high school,not too happy,fair
65.0,male,married,88680.0,high school,pretty happy,unanswered
62.0,male,married,33255.0,high school,pretty happy,good
21.0,male,never married,17551.25,high school,pretty happy,unanswered
59.0,female,never married,33255.0,associate/junior college,pretty happy,good
21.0,female,never married,,high school,pretty happy,good
45.0,female,married,24017.5,high school,pretty happy,good
52.0,female,married,8313.75,bachelor's,very happy,good
76.0,female,married,60967.5,less than high school,very happy,excellent
21.0,male,never married,,high school,pretty happy,good
42.0,female,separated,24017.5,associate/junior college,pretty happy,excellent
58.0,female,divorced,27712.5,high school,pretty happy,unanswered
42.0,female,married,20322.5,bachelor's,not too happy,good
67.0,male,married,24017.5,less than high school,pretty happy,unanswered
19.0,male,never married,160742.22,high school,pretty happy,unanswered
65.0,male,married,33255.0,high school,pretty happy,fair
36.0,male,married,103460.0,associate/junior college,very happy,excellent
37.0,male,married,60967.5,high school,not too happy,unanswered
64.0,male,married,,bachelor's,pretty happy,excellent
33.0,female,divorced,20322.5,high school,pretty happy,good
30.0,female,married,60967.5,bachelor's,very happy,good
50.0,female,married,88680.0,high school,pretty happy,good
89.0,female,widowed,40645.0,graduate,pretty happy,good
66.0,female,divorced,49882.5,high school,pretty happy,unanswered
60.0,male,married,160742.22,bachelor's,pretty happy,excellent
52.0,male,married,8313.75,high school,very happy,good
33.0,female,never married,27712.5,high school,very happy,unanswered
45.0,male,divorced,49882.5,high school,very happy,unanswered
21.0,female,never married,49882.5,high school,pretty happy,good
32.0,female,married,40645.0,high school,pretty happy,good
78.0,male,married,40645.0,high school,very happy,good
41.0,male,never married,49882.5,associate/junior college,pretty happy,unanswered
59.0,female,widowed,49882.5,bachelor's,pretty happy,good
32.0,male,married,27712.5,high school,pretty happy,good
44.0,male,divorced,88680.0,bachelor's,very happy,unanswered
27.0,female,married,49882.5,associate/junior college,pretty happy,excellent
38.0,male,divorced,20322.5,high school,very happy,good
32.0,female,never married,20322.5,bachelor's,pretty happy,unanswered
34.0,male,never married,40645.0,graduate,pretty happy,fair
64.0,male,married,73900.0,graduate,very happy,unanswered
26.0,female,never married,60967.5,associate/junior college,not too happy,unanswered
39.0,female,divorced,20322.5,bachelor's,very happy,excellent
19.0,female,never married,88680.0,high school,pretty happy,excellent
47.0,male,married,88680.0,high school,pretty happy,unanswered
39.0,female,married,160742.22,graduate,pretty happy,excellent
28.0,male,never married,24017.5,high school,pretty happy,unanswered
39.0,female,divorced,60967.5,graduate,pretty happy,good
55.0,female,divorced,49882.5,bachelor's,very happy,unanswered
71.0,male,married,,bachelor's,very happy,excellent
65.0,female,married,,high school,very happy,unanswered
64.0,male,married,60967.5,high school,pretty happy,fair
33.0,female,never married,49882.5,bachelor's,very happy,unanswered
43.0,female,married,60967.5,high school,pretty happy,unanswered
80.0,male,never married,24017.5,high school,pretty happy,fair
70.0,female,never married,8313.75,associate/junior college,not too happy,fair
43.0,female,never married,40645.0,bachelor's,very happy,excellent
38.0,female,never married,369.5,less than high school,very happy,poor
23.0,female,never married,10161.25,high school,pretty happy,fair
71.0,male,never married,27712.5,high school,not too happy,poor
31.0,female,married,60967.5,high school,pretty happy,poor
51.0,male,never married,10161.25,bachelor's,pretty happy,unanswered
38.0,male,married,27712.5,associate/junior college,very happy,good
49.0,female,never married,20322.5,high school,pretty happy,fair
50.0,female,married,40645.0,high school,pretty happy,excellent
39.0,female,married,60967.5,bachelor's,not too happy,unanswered
80.0,female,widowed,,high school,very happy,unanswered
50.0,male,married,73900.0,high school,very happy,good
47.0,female,divorced,33255.0,bachelor's,pretty happy,good
49.0,female,divorced,,high school,not too happy,poor
28.0,female,never married,6651.0,high school,pretty happy,unanswered
89.0,male,widowed,15703.75,high school,very happy,excellent
34.0,female,separated,24017.5,high school,pretty happy,excellent
50.0,female,never married,369.5,high school,not too happy,fair
33.0,female,separated,12008.75,high school,pretty happy,fair
39.0,female,married,49882.5,bachelor's,pretty happy,good
56.0,male,married,60967.5,bachelor's,not too happy,good
